Restaurant Name,Restaurant Name Length,Address Length,Has Table Booking (binary),Has Online Delivery (binary),Aggregate rating
Gopala,6,37,0,0,3.3
Green Chick Chop,16,57,0,0,3.1
Hangchuaa's Chinese Food Corner,31,43,0,0,2.7
Madhuvan Chinese Fast Food,26,42,0,0,2.7
Momos House,11,52,0,0,2.9
Punjab Restaurant,17,25,0,0,3.2
Rhythm Restro-Bar,17,52,1,0,3.0
Say Cheese,10,74,0,1,2.7
Sona Restaurant,15,38,0,0,3.2
Uraki,5,73,0,0,2.7
Wah Ji Wah,10,53,0,0,3.0
Annapurna Sweets,16,55,0,0,3.9
Karnataka,9,48,0,1,3.7
EDC Mania,9,43,0,0,0.0
Faeem Chicken Corner,20,61,0,0,0.0
Grills N Chills,15,49,0,0,0.0
Gupta Sweets,12,43,0,0,0.0
Khub Chand,10,42,0,0,0.0
OCD - Online Cake Delivery,26,28,0,0,0.0
Sher E Punjab,13,45,0,0,0.0
Shri Balaji,11,81,0,0,0.0
Sidhi Cafe,10,54,0,0,0.0
Al Hayat Bakers,15,42,0,0,0.0
Al-Kausar's,11,64,0,0,0.0
Alam Biryani Center,19,33,0,0,0.0
Bismillah Hotel,15,40,0,0,0.0
Halal Pizza Star,16,41,0,0,0.0
HTW Bakers,10,69,0,0,0.0
Javed Bawarchi Restaurant,25,38,0,0,0.0
Let's Eat,9,79,0,0,0.0
Moonis Kada,11,84,0,0,0.0
Motu N Patlu,12,100,0,0,0.0
S.K. Fast Food,14,58,0,0,0.0
Sufiyan Restaurant,18,40,0,0,0.0
The Relax Point,15,29,0,0,0.0
Zareen's Dastarkhwan,20,35,0,0,0.0
Ali Baba Caves,14,61,0,0,3.1
Caf�� Doo Ghoont,16,59,0,1,3.4
Knights Chaska,14,61,1,0,2.9
Thirsty Scholar Cafe,20,74,0,0,3.2
Savoury Street,14,56,0,0,0.0
JSB Evergreen Snack & Sweets,28,46,0,0,3.1
221 B Baker Street,18,49,0,1,3.5
Kapoors Balle Balle,19,51,0,1,3.7
Lakshmi Coffee House,20,46,0,0,3.8
Geoffrey's,10,41,1,0,3.0
Haldiram's,10,40,0,0,3.5
Maamouchee @ My Way,19,46,1,1,3.5
Americana Kitchen and Bar,25,51,1,0,2.4
Punjabi By Nature Quickie,25,57,1,0,3.4
United Coffee House Rewind,26,53,1,0,3.4
Wow! Momo,9,64,0,0,2.7
Oh So Stoned!,13,46,0,0,4.5
The Big Chill Cakery,20,49,0,0,4.5
Barista,7,51,0,0,3.5
Big Wong XL,11,42,1,1,3.9
Carl's Jr.,10,55,0,1,3.8
Chaayos,7,72,0,0,3.9
Chi Asian Cookhouse,19,53,1,1,3.9
Costa Coffee,12,46,0,0,3.7
Dunkin' Donuts,14,46,0,0,3.7
Instapizza,10,47,0,1,3.7
Keventers,9,47,0,0,3.8
Pirates of Grill,16,53,0,0,3.9
Pizza Hut,9,46,0,0,3.9
PizzaExpress,12,46,1,1,3.9
RollsKing,9,47,0,0,3.9
Taco Bell,9,64,0,1,3.6
The Frozen Factory,18,56,0,0,3.7
Theos,5,46,0,0,3.5
Wendy's,7,54,0,1,3.7
Zizo,4,55,1,1,3.8
Cafe Delhi Heights,18,46,1,0,4.1
Chili's Grill & Bar,19,46,1,1,4.1
Made In Punjab,14,59,1,0,4.1
Mamagoto,8,53,1,1,4.3
Movenpick,9,46,0,1,4.0
Smaaash,7,46,0,0,4.0
SodaBottleOpenerWala,20,46,0,0,4.0
The Bento Cafe,14,58,0,1,4.2
Earthen Oven - Fortune Inn Grazia,33,54,1,0,3.4
Fortune Deli -  Fortune Inn Grazia,34,49,1,0,3.2
Cafe Pipa,9,68,0,0,3.4
Cook Du Kdu,11,54,0,1,3.1
Green Chick Chop,16,53,0,1,2.6
New Vishal's Kitchen,20,59,0,0,2.5
Samarkand,9,47,1,1,3.3
Mirchievous,11,40,0,1,3.9
Pearls Regency,14,56,0,0,3.7
The Feast Box,13,40,0,1,0.0
Imperfecto,10,34,1,0,3.4
Chaayos,7,90,0,1,3.6
Dunkin' Donuts,14,71,0,1,3.7
The Smoke Factory,17,39,1,0,3.8
Turquoise Cottage - TC Original 1997,36,69,1,0,3.8
Baskin Robbins,14,48,0,0,0.0
Cafe Coffee Day,15,45,0,0,0.0
Dolce Gelato,12,48,0,0,0.0
Dunkin' Donuts,14,48,0,0,0.0
Joost Juice Bar,15,44,0,0,0.0
KFC,3,39,0,1,0.0
Pizza Hut,9,44,0,0,0.0
Laat Saab,9,70,1,1,4.1
Starbucks,9,46,0,0,4.0
Rocket Food,11,18,0,0,0.0
Aim Cafe And Restaurant,23,76,1,0,3.3
Al-Swad,7,68,0,1,2.5
Anands,6,98,0,1,2.6
Bansiwala Restaurant,20,48,0,1,2.5
Cafe Coffee Day,15,68,0,0,2.8
Food Tamasha & Co.,18,20,0,1,3.2
Grand Heritage Resort,21,55,1,0,3.1
Green Chick Chop,16,72,0,0,3.2
Kafe Republic,13,78,0,1,3.1
Kar C Lounge & Restaurant,25,82,0,0,2.8
Kolkata Roll Point,18,42,0,0,2.8
Royal Awadh,11,81,0,1,3.0
Royal Rasoi,11,74,0,0,2.8
Royale Bakers,13,49,0,1,2.8
Sahi Darbar,11,56,0,1,2.6
Taco Street,11,100,0,0,2.9
The Noodle Co,13,59,1,0,3.1
Veg Always,10,53,0,1,2.7
Yu Turn,7,81,1,1,2.9
Zaika,5,84,0,0,2.5
Zaika,5,68,0,0,2.8
Domino's Pizza,14,80,0,0,3.5
Night Food Service,18,44,0,0,3.8
Uncle's Patty,13,72,0,0,3.5
Baskin Robbins,14,55,0,1,0.0
Evergreen Food Point,20,66,0,0,0.0
Food Plaza,10,71,0,0,0.0
Giani,5,60,0,1,0.0
Grill Inn,9,67,0,1,0.0
Hunger's Hut,12,48,0,1,0.0
Kanha Cake O' Pastry,20,74,0,0,0.0
Serendipity Cafe,16,82,0,0,0.0
Spice Affair,12,48,0,0,0.0
Tandoori Junction,17,65,0,0,0.0
Tod-Bistro Cafe,15,78,0,1,0.0
Upper Deck,10,76,1,0,0.0
Vadilal Ice Cream Parlour,25,53,0,0,0.0
Wich 'N' Shake,14,78,0,0,0.0
Desi Galli,10,66,0,1,2.9
Mr. Flavour,11,92,0,1,2.7
Wah Ji Wah,10,65,0,0,3.1
Indian Diners,13,80,1,0,3.0
Airborne,8,80,1,0,0.0
Vivino - Hotel Golf View,24,80,1,0,0.0
Gravity,7,48,1,1,2.6
Kolkata Biryani House,21,37,0,1,2.8
Rotees n More,13,42,0,1,3.2
Saleem's Takeaway,17,41,0,0,2.6
Sikandrabadi Biryani,20,62,0,1,3.4
Wok N Spice,11,42,0,0,3.1
Zaika Hindustani,16,43,0,0,2.7
Chanda Food,11,36,0,0,3.6
Chhote Nawab,12,32,0,1,3.5
Delish BBQ,10,42,0,1,3.9
Goli Vada Pav No. 1,19,51,0,1,3.6
Happy Hakka,11,37,0,1,3.6
Sadda Adda,10,40,0,0,0.0
Baker's Studio - Jaypee Greens,30,57,0,0,3.4
Matrix - Jaypee Greens,22,57,1,0,3.2
Tea Lounge - Jaypee Greens,26,57,0,0,2.9
Paatra - Jaypee Greens,22,57,1,0,3.5
Cooks Cafe - Jaypee Greens,26,56,1,0,3.3
The Butler & The Chef - Jaypee Greens,37,56,1,0,0.0
Burger King,11,62,0,1,3.3
Cafe Pitacos,12,51,0,1,3.0
Cinnabon & Auntie Anne's,24,79,0,0,3.1
Cocoberry,9,74,0,0,3.4
Hakka Haus,10,49,0,0,3.2
Kebab Xpress,12,62,0,0,2.9
KFC,3,73,0,1,2.5
Mad Over Donuts,15,74,0,1,3.2
Ni Hao,6,74,0,0,3.0
Pizza Hut,9,74,0,0,2.6
Subway,6,71,0,1,2.6
Time To Tea,11,75,0,0,2.8
Vaango!,7,74,0,0,2.8
Biryani Blues,13,63,0,0,3.5
Jungle Jamboree,15,69,0,0,3.8
Keventers,9,71,0,0,3.5
Pita Pit,8,70,0,1,3.6
Baskin Robbins,14,74,0,0,0.0
Cha Cha Cha,11,63,0,0,0.0
Chai Thela,10,71,0,0,0.0
Costa Coffee,12,71,0,0,0.0
Dolce Gelato,12,67,0,0,0.0
Joost Juice Bar,15,71,0,0,0.0
Juice Lounge,12,74,0,0,0.0
Kings Kulfi,11,64,0,0,0.0
Kwality Wall's Swirl's,22,74,0,0,0.0
Mx Corn,7,72,0,0,0.0
The Gaming Vegas,16,74,0,0,0.0
Chicago Pizza,13,75,0,1,2.3
Mr. Sub,7,51,0,1,2.3
Kwality Wall's Swirl's,22,64,0,0,0.0
My Corn,7,64,0,0,0.0
Flluid - Mosaic Hotels,22,36,1,0,3.2
Latitude - Mosaic Hotels,24,36,1,0,3.3
Baker's Zone,12,38,0,1,2.9
Chakna,6,65,0,1,2.7
Get Set Go,10,55,0,0,3.1
Sip & Snacks,12,30,0,1,3.2
The Anna,8,69,0,1,2.8
Kathi Junction,14,54,0,1,3.5
Golden Chaat,12,44,0,0,0.0
Malt n Brew,11,92,1,0,0.0
Cakewalk - Park Plaza,21,43,0,0,3.4
New Town Lounge - Park Plaza,28,43,1,0,3.2
New Town Cafe - Park Plaza,26,43,1,0,4.1
S-18 - Radisson Blu,19,41,1,0,3.5
Foodicious,10,27,0,0,0.0
Rasoi Dil Se,12,43,0,0,0.0
Chip Chap Shahi Corner,22,48,0,0,2.9
Mother's Kitchen,16,23,0,0,2.9
Food Express,12,22,0,0,0.0
Lemonier,8,34,0,0,0.0
Punjabi Zaika,13,21,0,0,0.0
Robins Sweets & Restaurant,26,42,0,0,0.0
TBH ��� To Be Healthy,21,23,0,1,4.0
Mehfill,7,62,0,1,2.7
Punjabi Pakwaan,15,38,1,1,3.3
Santushti,9,59,0,1,2.6
Uncle's,7,42,0,1,3.4
Cafe Limelight,14,48,0,1,3.7
Rendezvous Adda,15,54,0,0,0.0
Wow Noodle,10,55,0,1,0.0
Wraps Cafe,10,55,0,1,0.0
Alley's Urbane Cafe,19,80,0,0,3.2
Backstreet Kitchen,18,64,0,1,3.4
Berco's,7,48,1,0,3.1
Breaktym,8,63,0,1,2.6
Chawla's 2,10,63,0,1,2.5
Chicken Kraft,13,46,0,0,2.9
Chinese By Nature,17,26,0,0,2.9
DV's Chinese Kitchen,20,44,0,0,2.8
Evergreen Sweets,16,50,0,0,2.6
Green Chick Chop,16,18,0,0,2.9
Hyderabad Delights,18,66,0,0,3.3
Kabab And Tadka,15,71,0,1,2.5
Kanha Bhog,10,25,0,0,2.6
Mezbaan Jaika Restaurant,24,46,0,0,2.7
Pind Balluchi,13,101,0,1,2.6
Red Capsicum,12,22,0,1,2.6
Singh Foods,11,42,0,1,3.2
Sparrows At Home Bakery & Cafe,30,49,0,0,3.3
The New Koyla Kitchen,21,24,0,1,2.7
They�_����,10,61,0,1,3.4
Your Spicy Kitchen,18,56,1,0,3.1
Yumm Biryani,12,54,0,1,3.2
Aureo Dine & Bake House,23,36,1,1,3.5
Being Truckers,14,41,0,1,3.8
China Leaf,10,62,0,1,3.7
Mera Vala Dabba,15,88,0,1,3.6
Moti Mahal Delux- Legendary Culinary,36,67,0,1,3.6
Noshh,5,72,0,1,3.6
Tadqa Tandoor Express,21,104,0,1,3.6
The Kebab Company,17,89,0,1,3.5
Affamato,8,59,0,0,0.0
Ahmed's,7,47,0,0,0.0
Caff�� La Poya,14,55,0,0,0.0
Chaskaa Restaurant,18,34,0,0,0.0
Chawla's 2,10,55,0,0,0.0
Chination,9,17,0,0,0.0
Essen Foods,11,86,0,0,0.0
Haochi,6,96,0,0,0.0
Lassilo,7,40,0,0,0.0
Mittal Bikaneri Sweets,22,38,0,0,0.0
Royale Bakers,13,59,0,1,0.0
RV's Family Restaurant,22,98,0,0,0.0
The Cake Shop,13,58,0,0,0.0
Top Food,8,62,0,0,0.0
Uncle's Corner,14,54,0,0,0.0
Urban Express,13,70,0,0,0.0
Viddya Chinese Fast Food,24,59,0,0,0.0
Domino's Pizza,14,32,0,0,2.1
Kamboj's,8,30,1,1,2.4
Pizza Hut Delivery,18,51,0,1,2.3
Subway,6,49,0,0,2.4
The Cake Expert's,17,32,0,1,2.4
The Saffron Boutique,20,62,1,0,4.0
Aggarwal Kachori Wale,21,55,0,0,3.0
Bakes & Cakes,13,76,0,1,3.0
Burger's Kitchen,16,55,0,0,2.8
Jhatpat Khana,13,43,0,0,3.0
Mahi Rasoi,10,48,0,1,2.6
Night Safari Cafe,17,36,0,0,3.0
Saheb's Restaurant,18,25,0,0,2.7
Scrummy Bites,13,33,0,1,3.1
Berco's,7,21,0,1,3.7
Cream Bell Scoopers,19,51,0,0,0.0
Mayur Kitchen,13,39,0,0,0.0
Raghav Ki Rasoi,15,34,0,1,0.0
Red Chilli,10,50,0,0,0.0
Riyaz Biryani Corner,20,51,0,0,0.0
Standard Sweets & Confectioners,31,29,0,0,0.0
Standard Sweets,15,33,0,0,0.0
Sushma Homemade Tiffin,22,25,0,0,0.0
The Tasty Corner,16,34,0,0,0.0
The Zaika King,14,55,0,0,0.0
Tiffinhunt,10,23,0,1,0.0
Top Burger,10,35,0,0,0.0
Aggarwal Sweet Shop,19,78,0,1,2.3
Hungry - I,10,78,0,1,2.6
Oh Buoy,7,45,0,0,3.4
Caffeinated,11,40,0,0,3.9
Sam and Scrooge,15,75,0,1,3.9
Tpot,4,35,0,1,3.6
Hunger's Hub,12,54,0,0,0.0
Modi's Baker's Zone,19,44,0,0,0.0
The Flip On Wheel,17,40,0,0,0.0
Big Biryani,11,31,0,0,0.0
Aroma,5,56,0,0,3.0
Bawarchi,8,34,0,0,2.9
Book Food Kitchen,17,58,0,1,3.1
Breaktym,8,71,0,1,2.5
Chaska By Taste,15,64,0,0,2.9
Domino's Pizza,14,47,0,0,2.5
Grill King,10,78,0,0,3.0
Moti Mahal Deluxe Advant,24,49,0,0,2.8
Rolling Beans,13,68,0,1,2.8
RollsKing,9,61,0,0,3.2
SnacksWale.com,14,70,0,0,2.8
Subway,6,94,0,1,2.6
Super Cake Shop,15,39,0,0,2.9
Aureo Dine & Bake House,23,82,0,0,0.0
B Bawarchi Restaurant,21,80,0,0,0.0
Brajwasi,8,93,0,0,0.0
Cafe Coffee Day,15,53,0,0,0.0
Cafe Coffee Day,15,87,0,0,0.0
Cafe Lounge,11,91,0,0,0.0
Cafe Treat,10,91,0,0,0.0
Casa Bake,9,67,0,0,0.0
China Town,10,48,0,0,0.0
Costa Coffee,12,83,0,0,0.0
Delhi Foods,11,80,0,0,0.0
Deli Chic,9,89,0,0,0.0
Delicacies,10,57,0,0,0.0
Kanha Ji Sweets & Restaurant,28,59,0,0,0.0
Little China,12,48,0,0,0.0
Lola's Cafe,11,47,0,0,0.0
Madras Coffee House,19,82,0,0,0.0
Moju Juice Bar,14,48,0,0,0.0
Peniel Restaurant,17,39,0,0,0.0
Pizza Key,9,55,0,0,0.0
Sandoz,6,79,0,0,0.0
Subway,6,69,0,0,0.0
Tandoori Mystery,16,44,0,0,0.0
Taste of Punjab,15,50,0,0,0.0
Tea Nation,10,47,0,0,0.0
The Corporate Kitchen,21,17,0,0,0.0
The Royal Kitchen,17,75,0,0,0.0
Tpot,4,81,0,0,0.0
Wild Chef House,15,55,0,1,0.0
DIOS The Neighbourhood Bistro,29,87,1,0,4.2
Cake n Flower,13,37,0,0,2.9
Dilli 6,7,69,0,1,2.8
Food Bell,9,45,0,0,2.8
Kalpana Hotel,13,65,0,0,2.9
Sagar Dhaba,11,46,0,0,3.1
Shree Balaji Shudh Vaishno Hotel,32,27,0,0,2.9
Shree Rathnam,13,67,1,1,3.3
Simran's Cake Studio,20,25,0,0,3.4
Sweet Cake,10,35,0,0,3.0
The Cake Xpress,15,29,0,1,3.0
The Chef,8,69,0,0,2.7
The Flying Pan,14,21,0,0,3.2
Wrapster,8,52,0,0,3.2
Getafix Petit,13,40,0,1,3.5
Lawn Bistro,11,58,1,1,3.6
Cake N Gifts,12,29,0,0,0.0
Cheese Pizza,12,32,0,0,0.0
Divya Hotal,11,27,0,0,0.0
Green Valley Chinese Food,25,46,0,0,0.0
Hooting Owl Cafe,16,36,0,0,0.0
Jaak Foods,10,68,0,0,0.0
Kaka Restaurant,15,41,0,0,0.0
KC Bakers,9,32,0,0,0.0
KC Bakery,9,35,0,0,0.0
Rajan Foods Corner,18,30,0,0,0.0
Sagar Dhaba,11,41,0,0,0.0
Sarfira,7,32,0,0,0.0
Shama Chicken Corner,20,46,0,0,0.0
Yummy Kitchen,13,44,0,0,0.0
Barista,7,43,0,0,2.9
Divine Curries,14,59,0,1,3.0
Moon Bite,9,21,0,1,3.3
Subway,6,64,0,0,3.4
Hurry's Paratha,15,82,0,1,3.5
McDonald's,10,36,0,1,3.7
Cafe Coffee Day,15,65,0,0,0.0
Dunkin' Donuts,14,75,0,0,0.0
Green Chilli Fast Food,22,39,0,0,0.0
Street Food Corner,18,58,0,0,0.0
Barbeque Nation,15,58,0,0,4.3
Aggarwal,8,53,0,1,3.3
Anchor Bar & Kitchen,20,25,1,0,2.5
Basil Tree,10,61,1,1,3.4
Bon Bon Pastry Shop,19,21,0,0,3.1
BSGulati's Punjabi Swad,23,39,0,1,2.5
Cafe-18,7,38,0,0,2.5
Chandni Chowk Ke Mashhoor Paranthe,34,39,0,0,2.8
Cheenos,7,58,1,0,2.6
Gola Sizzlers,13,47,1,0,3.3
Hira Sweets,11,22,0,0,3.3
Karim's,7,37,1,0,3.3
KFC,3,61,0,1,2.7
Khan's Kathi Rolls,18,41,0,0,3.2
Nathu's Sweets,14,51,0,1,2.5
Nawabi Mughlai Zaika,20,16,0,1,3.3
Nite Bites,10,16,0,1,3.4
Nizam's Kathi Kabab,19,22,0,1,3.0
NSD Resto Bar & Kitchen,23,56,1,0,2.6
PS Wah Bhai Wah,15,57,0,1,2.6
Sagar Ratna,11,45,0,1,3.2
Sbarro,6,22,0,1,3.3
Swag & Swad,11,21,0,1,3.4
The Fizz,8,41,1,1,3.2
The Kitchen,11,82,0,1,3.2
Twenty Four Seven,17,30,0,0,3.4
Vinny's Restro Bar,18,22,1,0,3.2
Walk In The Woods,17,22,1,1,3.0
Xiian,5,40,1,1,3.4
Zest Bar and Lounge,19,38,1,0,3.4
Angels in my Kitchen,20,22,0,1,3.9
Baby Dragon Bar & Restaurant,28,22,1,1,3.5
Baker Street,12,55,0,1,3.6
Bamboo Shoots,13,23,1,1,3.9
Bikanervala Bliss,17,50,0,0,3.6
Bikanervala,11,61,0,1,3.7
Bikkgane Biryani,16,43,1,1,3.8
Burbee's Cafe,13,33,1,1,3.7
Cafe Coffee Day,15,22,0,1,3.6
Deez Biryani & Kebabs,21,33,0,1,3.5
Desi Vibes,10,33,0,1,3.8
Dhaba at Atta,13,33,0,1,3.8
DND,3,49,0,1,3.5
Domino's Pizza,14,24,0,0,3.6
Donald's Pastry Shop,20,22,0,1,3.8
Doosri Mehfil,13,22,1,1,3.8
Fit Bites,9,54,0,1,3.8
Hungry Minister,15,16,0,1,3.5
Hurry's Paratha,15,22,0,1,3.5
Imly,4,47,0,0,3.9
Jambox,6,59,0,1,3.6
LIT Ultrabar,12,57,1,0,3.6
Mainland China,14,55,1,1,3.7
McDonald's,10,35,0,1,3.9
Metro Dhaba,11,24,0,1,3.8
Nazeer Foods,12,42,0,1,3.6
Our Story Bistro & Tea Room,27,33,1,0,3.9
Paddy's Cafe,12,32,1,1,3.7
Popular Cakery,14,53,0,1,3.9
Punjabi By Nature,17,22,1,1,3.7
Sadda Adda,10,56,0,0,3.5
Subway,6,39,0,1,3.8
Swagath,7,45,1,0,3.6
TFK - The Flaming Kick,22,49,1,1,3.5
The Great Kabab Factory,23,40,1,0,3.5
The Patiala Kkitchen,20,42,1,1,3.6
The Tandoori Village,20,33,1,0,3.5
The Yellow Chilli,17,75,1,1,3.7
Top Breads,10,35,0,1,3.5
Wat-a-Burger!,13,50,0,1,3.6
Chawla's 2,10,38,0,1,2.2
Himalaya,8,45,0,1,2.3
Public Cafe,11,59,0,1,2.1
RPM - Zanzi Bar,15,42,1,0,2.4
Mad Over Donuts,15,49,0,1,4.2
RollsKing,9,47,0,0,4.0
Lumbini Food Point,18,45,0,0,2.8
Owlcity,7,16,0,1,3.6
Night Munchers,14,16,0,0,0.0
Night Munchies,14,22,0,0,0.0
Anand Food Factory,18,21,0,0,2.9
Nirula's,8,52,1,1,2.5
Snacks India,12,21,0,1,3.6
Ahaar Udyan,11,22,0,0,0.0
Choco Bee,9,20,0,0,0.0
Crazy Noodles,13,15,0,1,0.0
Dakshin Platter,15,24,0,0,0.0
Kathi Junction,14,29,0,0,0.0
Sonu Parantha Corner,20,22,0,0,0.0
Olive Kitchen,13,55,0,1,2.6
R Cafe,6,52,0,0,3.0
Eating Point,12,22,0,0,0.0
New Gee Pee,11,56,0,0,3.3
Uncle's JVCC Restaurant,23,48,0,1,3.0
Twenty Four Seven,17,114,0,0,0.0
Hari Om Restaurant,18,43,0,0,3.0
Jain Restaurant,15,52,0,1,3.0
Lajawab Family Restaurant,25,59,0,1,2.5
Alam Muradabadi & Hyderabadi Biryani,36,43,0,0,0.0
Bala Ji Raja Dhaba,18,48,0,0,0.0
Brijwasi Dhaba,14,46,0,0,0.0
Prerna Family Restaurant,24,63,0,0,0.0
Rana Dhaba,10,44,0,0,0.0
The Food Factory,16,45,0,0,0.0
221 B Baker Street,18,42,0,1,3.4
Hunger's Hub,12,57,0,1,3.1
Lajwaab Restaurant,18,80,0,0,2.6
Republic of Chicken,19,52,0,0,3.0
Gauranga Sweets,15,53,0,0,0.0
Green Valley Chinese Food,25,61,0,0,0.0
Super Cake Shop,15,32,0,1,2.5
Dev Food,8,40,0,0,0.0
Wakhra Swaad,12,42,0,1,4.1
27 Grills,9,41,0,1,3.3
China Hot Pot,13,32,0,0,3.0
Himalaya Momos & Roll,21,52,0,0,2.7
Hungry House Pizzas & More,26,41,0,1,3.4
Khana Khajana Da Dhaba,22,67,0,0,2.9
M.P. Chole Tikki Wala,21,25,0,0,3.0
Maa Vaishno Shudh Bhojnalaya,28,40,0,0,3.1
More Than Caf��,15,25,0,0,3.0
Public Cafe,11,41,0,1,2.6
Sadda Taste,11,16,0,0,3.1
Sati Restaurant,15,58,0,0,3.2
Super Cake Shop,15,41,0,1,2.8
Uncle's Punjabi Rasoi,21,77,0,0,2.9
Yours Deliciously,17,41,0,0,2.9
Captain Curry,13,40,0,1,3.6
Oh My Scoop!,12,44,0,0,3.5
Reena Restaurant,16,61,0,0,3.5
Delight Food,12,41,0,0,0.0
Hungro,6,30,0,0,0.0
Shiparma Shri,13,66,0,0,0.0
Shri Adarsh Kulfi,17,40,0,0,0.0
Simla Bakery,12,29,0,1,0.0
Swad E Punjab,13,62,0,0,0.0
Vishnu Ki Rasoi,15,32,0,0,0.0
Pizza Hut Delivery,18,54,0,1,2.3
Wah Ji Wah,10,40,0,1,2.0
Chawla's Chic Inn,17,37,0,1,2.8
Grill Point,11,44,0,0,3.2
Hari Sweets,11,48,0,0,3.1
Sultanate of Spice,18,52,0,1,2.9
Yamu's Panchayat,16,47,0,0,3.2
Debon,5,49,0,0,3.5
Hot & Sour,10,45,0,0,3.2
Open Kitchen,12,58,0,1,3.0
Truffle Muffle,14,16,0,0,3.4
Go! Biryani,11,16,0,1,3.5
Tastee Chauka,13,59,0,0,3.7
Maharba Chicken Point,21,54,0,0,0.0
Sweet Spells,12,33,0,0,0.0
Foodie,6,37,0,1,2.8
Lapaalap,8,41,0,0,3.0
Fresh Food Factory,18,20,0,0,3.9
Bollycric,9,21,0,0,0.0
The Kitchen Factory,19,21,0,0,0.0
Caff�� La Poya,14,57,0,1,3.7
Elixir Health Caf��,19,48,1,1,3.7
Radhey Foodz,12,78,0,0,3.0
The Kitchen,11,38,0,0,2.7
Uncle's Treat,13,23,0,0,3.1
Wow! Momo,9,75,0,0,2.6
KD's Hunger Point,17,42,0,0,3.7
Food Town,9,34,0,0,0.0
The Big Chefs,13,41,0,0,0.0
The Big Scoop,13,42,0,0,0.0
Govinda's Restaurant,20,43,0,0,3.0
Not Just Dilli,14,63,0,0,3.2
RollsKing,9,68,0,0,3.4
Bunz & Dogz,11,42,0,0,0.0
Radha Rani Bakery,17,51,0,0,0.0
Chauhan Vatika,14,26,0,0,2.8
Frozen Stone,12,63,0,0,3.1
Kavita's Restaurant,19,58,0,1,2.6
Mudrika Food Factory,20,52,0,0,2.5
Pind Balluchi,13,61,1,0,2.9
Zaffran- Ikshita's Kitchen,26,45,0,0,3.0
Chaayos,7,84,0,1,3.6
Punjabi Tadka,13,53,0,1,3.7
Cafe Krisa,10,52,0,0,0.0
Chill Grill,11,64,0,0,0.0
Dolce Gelato,12,87,0,0,0.0
Maa Ka Khaana,13,46,0,0,0.0
The Beer Cafe,13,63,0,0,0.0
Heaven's Point,14,52,0,0,3.0
Kamboj's,8,27,1,1,2.8
Mexican Pizza,13,51,0,0,3.4
Shahenshah,10,60,0,1,2.9
Snack Chat,10,34,0,0,3.4
The Amazing Buger's,19,43,0,0,2.9
The Black Box,13,49,0,1,3.1
Al Bake,7,42,0,1,3.7
Asian Fun,9,52,0,1,3.8
Burnout,7,33,0,1,3.6
Cafe Fusion,11,40,0,1,3.7
Fit Bites,9,51,1,1,3.7
Go Krazy,8,42,0,0,3.5
Green Restaurant,16,39,0,1,3.6
Hunger Strike,13,51,0,1,3.7
The Munchkart Cafe,18,64,0,1,3.8
Thee Pot,8,42,0,1,3.7
Waffles and Crepes,18,41,0,0,3.9
Biryani Vice,12,51,0,0,0.0
Chinese Chilly Sizzler,22,72,0,0,0.0
Moonlight Cafe,14,38,0,0,0.0
Sugar Ruffles,13,32,0,0,0.0
Bistro 37,9,43,0,0,4.3
Desi Swag,9,52,0,1,4.3
Teasta,6,38,0,0,4.1
Appu Ghar Express,17,65,0,0,2.8
Barista,7,62,0,0,3.0
Burger King,11,71,0,1,3.2
Keventers,9,43,0,0,3.1
Kenny Rogers Roasters,21,60,1,0,3.7
McDonald's,10,77,0,0,3.5
Baskin Robbins,14,60,0,1,0.0
Cafe Buddy's,12,48,0,0,0.0
Fusionn Rolls,13,70,0,0,0.0
Kwality Walls - Happiness Station,33,41,0,0,0.0
Shakti Food & Restaurant,24,83,0,0,0.0
Domino's Pizza,14,63,0,0,2.4
Mr. Brown,9,48,0,1,4.0
Chef's Bar-Be-Que,17,37,0,1,3.4
Sen's Sational Xpress Kitchen,29,40,0,1,3.0
Shanghai Dreams,15,32,0,0,3.0
InnerChef,9,21,0,1,3.3
Antaryami Paratha Corner,24,21,0,0,0.0
F-all (Food for All),20,16,0,0,3.4
Green Restaurant,16,16,0,0,0.0
2 Bros Kitchen,14,31,0,1,3.2
Baskin Robbins,14,61,0,1,3.3
Big Bone - The Meat Shop,24,41,0,0,3.1
Biryani House,13,32,0,1,3.1
China Hot,9,32,0,0,2.9
City Hut,8,54,0,0,2.5
Defence Bakery,14,36,0,0,3.4
Dhabha 27,9,16,0,1,3.2
Faasos,6,25,0,1,3.1
Green Chick Chop,16,25,0,0,2.7
JSB Evergreen Cool Point,24,36,0,0,2.9
JSB Evergreen Snack & Sweets,28,32,0,0,3.2
Keventers,9,86,0,0,2.9
More Than Cafe,14,41,0,0,3.3
Mutfi,5,16,0,1,3.3
Nawabi Mughlai Zaika,20,16,0,1,3.2
Ovenstory Pizza,15,16,0,1,3.3
ProFit Kitchen,14,39,0,1,3.4
Public Cafe,11,54,0,1,2.5
The Chickmunks Express,22,16,0,1,3.0
Time to Tea,11,36,0,0,3.4
Twenty Four Seven,17,36,0,0,3.0
Virundu,7,25,0,1,2.8
Be Bhukkad,10,25,0,1,3.6
Behrouz Biryani,15,16,0,1,3.5
Bistro 365,10,54,0,1,3.7
Engineers Da Dhaba,18,43,0,1,3.6
Hungry Minister,15,43,0,1,3.5
